Cases_Black_race,Cases_Other_race,Cases_Unknown_race,Cases_White_race,Deaths_Black_race,Deaths_Other_race,Deaths_Unknown_race,Deaths_White_race,LDHH,Parish,Scrape Time
182,25,63,125,13,0,0,15,2,Pointe Coupee,2020-07-20 20:12:19.147532
851,172,465,534,42,1,0,38,6,Rapides,2020-07-20 20:12:19.147532
53,7,16,16,,,,,7,Red River,2020-07-20 20:12:19.147532
139,47,51,52,,,,,8,Richland,2020-07-20 20:12:19.147532
31,72,42,75,,,,,7,Sabine,2020-07-20 20:12:19.147532
277,71,70,303,,,,,1,St. Bernard,2020-07-20 20:12:19.147532
345,33,85,426,22,0,0,27,3,St. Charles,2020-07-20 20:12:19.147532
89,10,20,22,,,,,9,St. Helena,2020-07-20 20:12:19.147532
274,25,51,105,23,0,0,7,3,St. James,2020-07-20 20:12:19.147532
721,47,84,242,49,0,0,39,3,St. John the Baptist,2020-07-20 20:12:19.147532
431,110,204,384,13,0,0,47,4,St. Landry,2020-07-20 20:12:19.147532
383,235,89,363,8,0,0,21,4,St. Martin,2020-07-20 20:12:19.147532
307,71,222,208,21,1,0,17,3,St. Mary,2020-07-20 20:12:19.147532
632,213,326,2073,28,1,0,158,9,St. Tammany,2020-07-20 20:12:19.147532
722,196,153,831,19,0,0,26,9,Tangipahoa,2020-07-20 20:12:19.147532
21,2,8,3,,,,,8,Tensas,2020-07-20 20:12:19.147532
552,144,239,770,25,3,0,39,3,Terrebonne,2020-07-20 20:12:19.147532
235,62,60,119,10,0,0,18,8,Union,2020-07-20 20:12:19.147532
133,67,136,234,,,,,4,Vermilion,2020-07-20 20:12:19.147532
41,27,111,113,,,,,6,Vernon,2020-07-20 20:12:19.147532
298,117,125,314,22,0,0,29,9,Washington,2020-07-20 20:12:19.147532
231,81,71,156,,,,,7,Webster,2020-07-20 20:12:19.147532
189,33,51,122,21,0,0,11,2,West Baton Rouge,2020-07-20 20:12:19.147532
60,37,26,48,,,,,8,West Carroll,2020-07-20 20:12:19.147532
148,20,30,76,,,,,2,West Feliciana,2020-07-20 20:12:19.147532
75,66,109,41,,,,,6,Winn,2020-07-20 20:12:19.147532
404,205,365,430,9,0,0,37,4,Acadia,2020-07-21 21:56:46.320434
63,55,235,130,,,,,5,Allen,2020-07-21 21:56:46.320434
663,154,225,577,36,0,1,27,2,Ascension,2020-07-21 21:56:46.320434
285,15,32,98,,,,,3,Assumption,2020-07-21 21:56:46.320434
168,64,89,165,,,,,6,Avoyelles,2020-07-21 21:56:46.320434
44,29,166,125,,,,,5,Beauregard,2020-07-21 21:56:46.320434
124,47,36,61,14,0,0,14,7,Bienville,2020-07-21 21:56:46.320434
519,116,141,548,17,0,0,22,7,Bossier,2020-07-21 21:56:46.320434
2657,337,509,910,170,1,0,78,7,Caddo,2020-07-21 21:56:46.320434
955,265,696,1300,28,1,0,45,5,Calcasieu,2020-07-21 21:56:46.320434
24,16,41,43,,,,,8,Caldwell,2020-07-21 21:56:46.320434
10,7,35,61,,,,,5,Cameron,2020-07-21 21:56:46.320434
25,27,121,43,,,,,6,Catahoula,2020-07-21 21:56:46.320434
84,23,12,34,,,,,7,Claiborne,2020-07-21 21:56:46.320434
59,15,55,22,,,,,6,Concordia,2020-07-21 21:56:46.320434
263,39,48,85,,,,,7,De Soto,2020-07-21 21:56:46.320434
3110,865,1447,1859,158,7,0,114,2,East Baton Rouge,2020-07-21 21:56:46.320434
248,78,77,59,,,,,8,East Carroll,2020-07-21 21:56:46.320434
161,69,40,89,17,0,0,17,2,East Feliciana,2020-07-21 21:56:46.320434
82,48,105,103,,,,,4,Evangeline,2020-07-21 21:56:46.320434
180,58,208,127,,,,,8,Franklin,2020-07-21 21:56:46.320434
17,22,32,62,,,,,6,Grant,2020-07-21 21:56:46.320434
543,161,284,356,18,0,0,35,4,Iberia,2020-07-21 21:56:46.320434
463,51,85,247,30,1,0,12,2,Iberville,2020-07-21 21:56:46.320434
61,92,42,46,,,,,8,Jackson,2020-07-21 21:56:46.320434
3556,1577,1786,4324,241,17,0,237,1,Jefferson,2020-07-21 21:56:46.320434
178,52,139,256,,,,,5,Jefferson Davis,2020-07-21 21:56:46.320434
17,29,37,43,,,,,6,La Salle,2020-07-21 21:56:46.320434
1333,559,824,1263,20,0,0,35,4,Lafayette,2020-07-21 21:56:46.320434
487,217,232,709,26,0,0,65,3,Lafourche,2020-07-21 21:56:46.320434
190,112,76,73,,,,,8,Lincoln,2020-07-21 21:56:46.320434
222,197,255,901,7,0,0,34,9,Livingston,2020-07-21 21:56:46.320434
213,52,103,71,,,,,8,Madison,2020-07-21 21:56:46.320434
183,28,42,35,,,,,8,Morehouse,2020-07-21 21:56:46.320434
181,30,79,111,,,,,7,Natchitoches,2020-07-21 21:56:46.320434
5385,675,1143,1541,407,10,0,125,1,Orleans,2020-07-21 21:56:46.320434
1458,624,539,550,50,0,0,42,8,Ouachita,2020-07-21 21:56:46.320434
4,8,41,3,,,,,,Parish Under Investigation,2020-07-21 21:56:46.320434
102,20,44,151,,,,,1,Plaquemines,2020-07-21 21:56:46.320434
182,25,63,125,13,0,0,15,2,Pointe Coupee,2020-07-21 21:56:46.320434
851,172,465,534,42,1,0,38,6,Rapides,2020-07-21 21:56:46.320434
53,7,16,16,,,,,7,Red River,2020-07-21 21:56:46.320434
139,47,51,52,,,,,8,Richland,2020-07-21 21:56:46.320434
31,72,42,75,,,,,7,Sabine,2020-07-21 21:56:46.320434
277,71,70,303,,,,,1,St. Bernard,2020-07-21 21:56:46.320434
345,33,85,426,22,0,0,27,3,St. Charles,2020-07-21 21:56:46.320434
89,10,20,22,,,,,9,St. Helena,2020-07-21 21:56:46.320434
274,25,51,105,23,0,0,7,3,St. James,2020-07-21 21:56:46.320434
721,47,84,242,49,0,0,39,3,St. John the Baptist,2020-07-21 21:56:46.320434
431,110,204,384,13,0,0,47,4,St. Landry,2020-07-21 21:56:46.320434
383,235,89,363,8,0,0,21,4,St. Martin,2020-07-21 21:56:46.320434
307,71,222,208,21,1,0,17,3,St. Mary,2020-07-21 21:56:46.320434
632,213,326,2073,28,1,0,158,9,St. Tammany,2020-07-21 21:56:46.320434
722,196,153,831,19,0,0,26,9,Tangipahoa,2020-07-21 21:56:46.320434
21,2,8,3,,,,,8,Tensas,2020-07-21 21:56:46.320434
552,144,239,770,25,3,0,39,3,Terrebonne,2020-07-21 21:56:46.320434
235,62,60,119,10,0,0,18,8,Union,2020-07-21 21:56:46.320434
133,67,136,234,,,,,4,Vermilion,2020-07-21 21:56:46.320434
41,27,111,113,,,,,6,Vernon,2020-07-21 21:56:46.320434
298,117,125,314,22,0,0,29,9,Washington,2020-07-21 21:56:46.320434
231,81,71,156,,,,,7,Webster,2020-07-21 21:56:46.320434
189,33,51,122,21,0,0,11,2,West Baton Rouge,2020-07-21 21:56:46.320434
60,37,26,48,,,,,8,West Carroll,2020-07-21 21:56:46.320434
148,20,30,76,,,,,2,West Feliciana,2020-07-21 21:56:46.320434
75,66,109,41,,,,,6,Winn,2020-07-21 21:56:46.320434
469,466,372,565,11,0,1,47,4,Acadia,2020-07-22 21:50:36.930101
108,191,252,172,,,,,5,Allen,2020-07-22 21:50:36.930101
768,226,235,763,36,0,2,27,2,Ascension,2020-07-22 21:50:36.930101
295,16,30,119,,,,,3,Assumption,2020-07-22 21:50:36.930101
220,116,109,217,,,,,6,Avoyelles,2020-07-22 21:50:36.930101
59,57,198,179,,,,,5,Beauregard,2020-07-22 21:50:36.930101
127,100,31,59,13,0,0,15,7,Bienville,2020-07-22 21:50:36.930101
628,168,148,675,23,0,2,28,7,Bossier,2020-07-22 21:50:36.930101
3022,400,542,1054,176,1,3,83,7,Caddo,2020-07-22 21:50:36.930101
1298,531,867,1743,33,1,2,56,5,Calcasieu,2020-07-22 21:50:36.930101
30,34,40,53,,,,,8,Caldwell,2020-07-22 21:50:36.930101
12,20,32,79,,,,,5,Cameron,2020-07-22 21:50:36.930101
28,42,113,51,,,,,6,Catahoula,2020-07-22 21:50:36.930101
91,35,13,38,,,,,7,Claiborne,2020-07-22 21:50:36.930101
70,31,62,31,,,,,6,Concordia,2020-07-22 21:50:36.930101
292,61,48,101,,,,,7,De Soto,2020-07-22 21:50:36.930101
3747,1026,1500,2272,173,7,0,120,2,East Baton Rouge,2020-07-22 21:50:36.930101
255,80,88,62,,,,,8,East Carroll,2020-07-22 21:50:36.930101
172,86,40,102,17,0,0,17,2,East Feliciana,2020-07-22 21:50:36.930101
121,133,116,129,,,,,4,Evangeline,2020-07-22 21:50:36.930101
207,62,223,145,,,,,8,Franklin,2020-07-22 21:50:36.930101
26,48,23,71,,,,,6,Grant,2020-07-22 21:50:36.930101
655,235,277,509,19,0,0,36,4,Iberia,2020-07-22 21:50:36.930101
497,67,84,274,30,1,1,12,2,Iberville,2020-07-22 21:50:36.930101
61,178,40,40,,,,,8,Jackson,2020-07-22 21:50:36.930101
3761,1893,1869,4975,243,17,4,243,1,Jefferson,2020-07-22 21:50:36.930101
204,123,148,334,,,,,5,Jefferson Davis,2020-07-22 21:50:36.930101
1626,806,828,1720,,,,,6,La Salle,2020-07-22 21:50:36.930101
539,379,249,888,26,1,4,36,4,Lafayette,2020-07-22 21:50:36.930101
19,60,38,51,26,0,0,69,3,Lafourche,2020-07-22 21:50:36.930101
221,177,66,88,,,,,8,Lincoln,2020-07-22 21:50:36.930101
282,305,236,1174,8,0,0,37,9,Livingston,2020-07-22 21:50:36.930101
242,58,108,84,,,,,8,Madison,2020-07-22 21:50:36.930101
205,36,53,49,,,,,8,Morehouse,2020-07-22 21:50:36.930101
219,42,92,139,,,,,7,Natchitoches,2020-07-22 21:50:36.930101
5640,795,1162,1764,410,10,0,126,1,Orleans,2020-07-22 21:50:36.930101
1642,769,590,646,53,0,0,45,8,Ouachita,2020-07-22 21:50:36.930101
5,26,44,3,,,,,,Parish Under Investigation,2020-07-22 21:50:36.930101
105,23,45,166,,,,,1,Plaquemines,2020-07-22 21:50:36.930101
246,46,77,155,14,0,0,15,2,Pointe Coupee,2020-07-22 21:50:36.930101
987,328,433,617,48,1,0,45,6,Rapides,2020-07-22 21:50:36.930101
79,9,17,25,,,,,7,Red River,2020-07-22 21:50:36.930101
176,62,62,76,,,,,8,Richland,2020-07-22 21:50:36.930101
52,209,35,94,,,,,7,Sabine,2020-07-22 21:50:36.930101
296,84,81,372,,,,,1,St. Bernard,2020-07-22 21:50:36.930101
400,46,106,481,22,0,0,28,3,St. Charles,2020-07-22 21:50:36.930101
112,22,30,28,,,,,9,St. Helena,2020-07-22 21:50:36.930101
312,26,48,128,23,0,0,7,3,St. James,2020-07-22 21:50:36.930101
758,57,92,263,49,0,0,39,3,St. John the Baptist,2020-07-22 21:50:36.930101
594,203,208,500,13,0,0,50,4,St. Landry,2020-07-22 21:50:36.930101
443,295,77,455,10,0,0,22,4,St. Martin,2020-07-22 21:50:36.930101
404,129,292,285,21,1,0,17,3,St. Mary,2020-07-22 21:50:36.930101
709,260,312,2521,28,1,0,161,9,St. Tammany,2020-07-22 21:50:36.930101
849,295,181,1093,22,0,1,30,9,Tangipahoa,2020-07-22 21:50:36.930101
27,4,8,4,,,,,8,Tensas,2020-07-22 21:50:36.930101
675,204,259,968,25,3,0,41,3,Terrebonne,2020-07-22 21:50:36.930101
242,77,60,126,10,0,0,20,8,Union,2020-07-22 21:50:36.930101
194,156,130,334,,,,,4,Vermilion,2020-07-22 21:50:36.930101
56,81,135,161,,,,,6,Vernon,2020-07-22 21:50:36.930101
326,197,108,368,23,0,0,30,9,Washington,2020-07-22 21:50:36.930101
260,156,64,187,,,,,7,Webster,2020-07-22 21:50:36.930101
222,45,60,149,21,0,0,11,2,West Baton Rouge,2020-07-22 21:50:36.930101
70,41,38,55,,,,,8,West Carroll,2020-07-22 21:50:36.930101
154,37,30,85,,,,,2,West Feliciana,2020-07-22 21:50:36.930101
87,85,109,47,,,,,6,Winn,2020-07-22 21:50:36.930101
469,466,372,565,11,0,1,47,4,Acadia,2020-07-23 19:50:12.919125
108,191,252,172,,,,,5,Allen,2020-07-23 19:50:12.919125
768,226,235,763,36,0,2,27,2,Ascension,2020-07-23 19:50:12.919125
295,16,30,119,,,,,3,Assumption,2020-07-23 19:50:12.919125
220,116,109,217,,,,,6,Avoyelles,2020-07-23 19:50:12.919125
59,57,198,179,,,,,5,Beauregard,2020-07-23 19:50:12.919125
127,100,31,59,13,0,0,15,7,Bienville,2020-07-23 19:50:12.919125
628,168,148,675,23,0,2,28,7,Bossier,2020-07-23 19:50:12.919125
3022,400,542,1054,176,1,3,83,7,Caddo,2020-07-23 19:50:12.919125
1298,531,867,1743,33,1,2,56,5,Calcasieu,2020-07-23 19:50:12.919125
30,34,40,53,,,,,8,Caldwell,2020-07-23 19:50:12.919125
12,20,32,79,,,,,5,Cameron,2020-07-23 19:50:12.919125
28,42,113,51,,,,,6,Catahoula,2020-07-23 19:50:12.919125
91,35,13,38,,,,,7,Claiborne,2020-07-23 19:50:12.919125
70,31,62,31,,,,,6,Concordia,2020-07-23 19:50:12.919125
292,61,48,101,,,,,7,De Soto,2020-07-23 19:50:12.919125
3747,1026,1500,2272,173,7,0,120,2,East Baton Rouge,2020-07-23 19:50:12.919125
255,80,88,62,,,,,8,East Carroll,2020-07-23 19:50:12.919125
172,86,40,102,17,0,0,17,2,East Feliciana,2020-07-23 19:50:12.919125
121,133,116,129,,,,,4,Evangeline,2020-07-23 19:50:12.919125
207,62,223,145,,,,,8,Franklin,2020-07-23 19:50:12.919125
26,48,23,71,,,,,6,Grant,2020-07-23 19:50:12.919125
655,235,277,509,19,0,0,36,4,Iberia,2020-07-23 19:50:12.919125
497,67,84,274,30,1,1,12,2,Iberville,2020-07-23 19:50:12.919125
61,178,40,40,,,,,8,Jackson,2020-07-23 19:50:12.919125
3761,1893,1869,4975,243,17,4,243,1,Jefferson,2020-07-23 19:50:12.919125
204,123,148,334,,,,,5,Jefferson Davis,2020-07-23 19:50:12.919125
1626,806,828,1720,,,,,6,La Salle,2020-07-23 19:50:12.919125
539,379,249,888,26,1,4,36,4,Lafayette,2020-07-23 19:50:12.919125
19,60,38,51,26,0,0,69,3,Lafourche,2020-07-23 19:50:12.919125
221,177,66,88,,,,,8,Lincoln,2020-07-23 19:50:12.919125
282,305,236,1174,8,0,0,37,9,Livingston,2020-07-23 19:50:12.919125
242,58,108,84,,,,,8,Madison,2020-07-23 19:50:12.919125
205,36,53,49,,,,,8,Morehouse,2020-07-23 19:50:12.919125
219,42,92,139,,,,,7,Natchitoches,2020-07-23 19:50:12.919125
5640,795,1162,1764,410,10,0,126,1,Orleans,2020-07-23 19:50:12.919125
1642,769,590,646,53,0,0,45,8,Ouachita,2020-07-23 19:50:12.919125
5,26,44,3,,,,,,Parish Under Investigation,2020-07-23 19:50:12.919125
105,23,45,166,,,,,1,Plaquemines,2020-07-23 19:50:12.919125
246,46,77,155,14,0,0,15,2,Pointe Coupee,2020-07-23 19:50:12.919125
987,328,433,617,48,1,0,45,6,Rapides,2020-07-23 19:50:12.919125
79,9,17,25,,,,,7,Red River,2020-07-23 19:50:12.919125
176,62,62,76,,,,,8,Richland,2020-07-23 19:50:12.919125
52,209,35,94,,,,,7,Sabine,2020-07-23 19:50:12.919125
296,84,81,372,,,,,1,St. Bernard,2020-07-23 19:50:12.919125
400,46,106,481,22,0,0,28,3,St. Charles,2020-07-23 19:50:12.919125
112,22,30,28,,,,,9,St. Helena,2020-07-23 19:50:12.919125
312,26,48,128,23,0,0,7,3,St. James,2020-07-23 19:50:12.919125
758,57,92,263,49,0,0,39,3,St. John the Baptist,2020-07-23 19:50:12.919125
594,203,208,500,13,0,0,50,4,St. Landry,2020-07-23 19:50:12.919125
443,295,77,455,10,0,0,22,4,St. Martin,2020-07-23 19:50:12.919125
404,129,292,285,21,1,0,17,3,St. Mary,2020-07-23 19:50:12.919125
709,260,312,2521,28,1,0,161,9,St. Tammany,2020-07-23 19:50:12.919125
849,295,181,1093,22,0,1,30,9,Tangipahoa,2020-07-23 19:50:12.919125
27,4,8,4,,,,,8,Tensas,2020-07-23 19:50:12.919125
675,204,259,968,25,3,0,41,3,Terrebonne,2020-07-23 19:50:12.919125
242,77,60,126,10,0,0,20,8,Union,2020-07-23 19:50:12.919125
194,156,130,334,,,,,4,Vermilion,2020-07-23 19:50:12.919125
56,81,135,161,,,,,6,Vernon,2020-07-23 19:50:12.919125
326,197,108,368,23,0,0,30,9,Washington,2020-07-23 19:50:12.919125
260,156,64,187,,,,,7,Webster,2020-07-23 19:50:12.919125
222,45,60,149,21,0,0,11,2,West Baton Rouge,2020-07-23 19:50:12.919125
70,41,38,55,,,,,8,West Carroll,2020-07-23 19:50:12.919125
154,37,30,85,,,,,2,West Feliciana,2020-07-23 19:50:12.919125
87,85,109,47,,,,,6,Winn,2020-07-23 19:50:12.919125
469,466,372,565,11,0,1,47,4,Acadia,2020-07-24 21:07:14.411866
108,191,252,172,,,,,5,Allen,2020-07-24 21:07:14.411866
768,226,235,763,36,0,2,27,2,Ascension,2020-07-24 21:07:14.411866
295,16,30,119,,,,,3,Assumption,2020-07-24 21:07:14.411866
220,116,109,217,,,,,6,Avoyelles,2020-07-24 21:07:14.411866
59,57,198,179,,,,,5,Beauregard,2020-07-24 21:07:14.411866
127,100,31,59,13,0,0,15,7,Bienville,2020-07-24 21:07:14.411866
628,168,148,675,23,0,2,28,7,Bossier,2020-07-24 21:07:14.411866
3022,400,542,1054,176,1,3,83,7,Caddo,2020-07-24 21:07:14.411866
1298,531,867,1743,33,1,2,56,5,Calcasieu,2020-07-24 21:07:14.411866
30,34,40,53,,,,,8,Caldwell,2020-07-24 21:07:14.411866
12,20,32,79,,,,,5,Cameron,2020-07-24 21:07:14.411866
28,42,113,51,,,,,6,Catahoula,2020-07-24 21:07:14.411866
91,35,13,38,,,,,7,Claiborne,2020-07-24 21:07:14.411866
70,31,62,31,,,,,6,Concordia,2020-07-24 21:07:14.411866
292,61,48,101,,,,,7,De Soto,2020-07-24 21:07:14.411866
3747,1026,1500,2272,173,7,0,120,2,East Baton Rouge,2020-07-24 21:07:14.411866
255,80,88,62,,,,,8,East Carroll,2020-07-24 21:07:14.411866
172,86,40,102,17,0,0,17,2,East Feliciana,2020-07-24 21:07:14.411866
121,133,116,129,,,,,4,Evangeline,2020-07-24 21:07:14.411866
207,62,223,145,,,,,8,Franklin,2020-07-24 21:07:14.411866
26,48,23,71,,,,,6,Grant,2020-07-24 21:07:14.411866
655,235,277,509,19,0,0,36,4,Iberia,2020-07-24 21:07:14.411866
497,67,84,274,30,1,1,12,2,Iberville,2020-07-24 21:07:14.411866
61,178,40,40,,,,,8,Jackson,2020-07-24 21:07:14.411866
3761,1893,1869,4975,243,17,4,243,1,Jefferson,2020-07-24 21:07:14.411866
204,123,148,334,,,,,5,Jefferson Davis,2020-07-24 21:07:14.411866
1626,806,828,1720,,,,,6,La Salle,2020-07-24 21:07:14.411866
539,379,249,888,26,1,4,36,4,Lafayette,2020-07-24 21:07:14.411866
19,60,38,51,26,0,0,69,3,Lafourche,2020-07-24 21:07:14.411866
221,177,66,88,,,,,8,Lincoln,2020-07-24 21:07:14.411866
282,305,236,1174,8,0,0,37,9,Livingston,2020-07-24 21:07:14.411866
242,58,108,84,,,,,8,Madison,2020-07-24 21:07:14.411866
205,36,53,49,,,,,8,Morehouse,2020-07-24 21:07:14.411866
219,42,92,139,,,,,7,Natchitoches,2020-07-24 21:07:14.411866
5640,795,1162,1764,410,10,0,126,1,Orleans,2020-07-24 21:07:14.411866
1642,769,590,646,53,0,0,45,8,Ouachita,2020-07-24 21:07:14.411866
5,26,44,3,,,,,,Parish Under Investigation,2020-07-24 21:07:14.411866
105,23,45,166,,,,,1,Plaquemines,2020-07-24 21:07:14.411866
246,46,77,155,14,0,0,15,2,Pointe Coupee,2020-07-24 21:07:14.411866
987,328,433,617,48,1,0,45,6,Rapides,2020-07-24 21:07:14.411866
79,9,17,25,,,,,7,Red River,2020-07-24 21:07:14.411866
176,62,62,76,,,,,8,Richland,2020-07-24 21:07:14.411866
52,209,35,94,,,,,7,Sabine,2020-07-24 21:07:14.411866
296,84,81,372,,,,,1,St. Bernard,2020-07-24 21:07:14.411866
400,46,106,481,22,0,0,28,3,St. Charles,2020-07-24 21:07:14.411866
112,22,30,28,,,,,9,St. Helena,2020-07-24 21:07:14.411866
312,26,48,128,23,0,0,7,3,St. James,2020-07-24 21:07:14.411866
758,57,92,263,49,0,0,39,3,St. John the Baptist,2020-07-24 21:07:14.411866
594,203,208,500,13,0,0,50,4,St. Landry,2020-07-24 21:07:14.411866
443,295,77,455,10,0,0,22,4,St. Martin,2020-07-24 21:07:14.411866
404,129,292,285,21,1,0,17,3,St. Mary,2020-07-24 21:07:14.411866
709,260,312,2521,28,1,0,161,9,St. Tammany,2020-07-24 21:07:14.411866
849,295,181,1093,22,0,1,30,9,Tangipahoa,2020-07-24 21:07:14.411866
27,4,8,4,,,,,8,Tensas,2020-07-24 21:07:14.411866
675,204,259,968,25,3,0,41,3,Terrebonne,2020-07-24 21:07:14.411866
242,77,60,126,10,0,0,20,8,Union,2020-07-24 21:07:14.411866
194,156,130,334,,,,,4,Vermilion,2020-07-24 21:07:14.411866
56,81,135,161,,,,,6,Vernon,2020-07-24 21:07:14.411866
326,197,108,368,23,0,0,30,9,Washington,2020-07-24 21:07:14.411866
260,156,64,187,,,,,7,Webster,2020-07-24 21:07:14.411866
222,45,60,149,21,0,0,11,2,West Baton Rouge,2020-07-24 21:07:14.411866
70,41,38,55,,,,,8,West Carroll,2020-07-24 21:07:14.411866
154,37,30,85,,,,,2,West Feliciana,2020-07-24 21:07:14.411866
87,85,109,47,,,,,6,Winn,2020-07-24 21:07:14.411866
469,466,372,565,11,0,1,47,4,Acadia,2020-07-25 20:11:00.570916
108,191,252,172,,,,,5,Allen,2020-07-25 20:11:00.570916
768,226,235,763,36,0,2,27,2,Ascension,2020-07-25 20:11:00.570916
295,16,30,119,,,,,3,Assumption,2020-07-25 20:11:00.570916
220,116,109,217,,,,,6,Avoyelles,2020-07-25 20:11:00.570916
59,57,198,179,,,,,5,Beauregard,2020-07-25 20:11:00.570916
127,100,31,59,13,0,0,15,7,Bienville,2020-07-25 20:11:00.570916
628,168,148,675,23,0,2,28,7,Bossier,2020-07-25 20:11:00.570916
3022,400,542,1054,176,1,3,83,7,Caddo,2020-07-25 20:11:00.570916
1298,531,867,1743,33,1,2,56,5,Calcasieu,2020-07-25 20:11:00.570916
30,34,40,53,,,,,8,Caldwell,2020-07-25 20:11:00.570916
12,20,32,79,,,,,5,Cameron,2020-07-25 20:11:00.570916
28,42,113,51,,,,,6,Catahoula,2020-07-25 20:11:00.570916
91,35,13,38,,,,,7,Claiborne,2020-07-25 20:11:00.570916
70,31,62,31,,,,,6,Concordia,2020-07-25 20:11:00.570916
292,61,48,101,,,,,7,De Soto,2020-07-25 20:11:00.570916
3747,1026,1500,2272,173,7,0,120,2,East Baton Rouge,2020-07-25 20:11:00.570916
255,80,88,62,,,,,8,East Carroll,2020-07-25 20:11:00.570916
172,86,40,102,17,0,0,17,2,East Feliciana,2020-07-25 20:11:00.570916
121,133,116,129,,,,,4,Evangeline,2020-07-25 20:11:00.570916
207,62,223,145,,,,,8,Franklin,2020-07-25 20:11:00.570916
26,48,23,71,,,,,6,Grant,2020-07-25 20:11:00.570916
655,235,277,509,19,0,0,36,4,Iberia,2020-07-25 20:11:00.570916
497,67,84,274,30,1,1,12,2,Iberville,2020-07-25 20:11:00.570916
61,178,40,40,,,,,8,Jackson,2020-07-25 20:11:00.570916
3761,1893,1869,4975,243,17,4,243,1,Jefferson,2020-07-25 20:11:00.570916
204,123,148,334,,,,,5,Jefferson Davis,2020-07-25 20:11:00.570916
1626,806,828,1720,,,,,6,La Salle,2020-07-25 20:11:00.570916
539,379,249,888,26,1,4,36,4,Lafayette,2020-07-25 20:11:00.570916
19,60,38,51,26,0,0,69,3,Lafourche,2020-07-25 20:11:00.570916
221,177,66,88,,,,,8,Lincoln,2020-07-25 20:11:00.570916
282,305,236,1174,8,0,0,37,9,Livingston,2020-07-25 20:11:00.570916
242,58,108,84,,,,,8,Madison,2020-07-25 20:11:00.570916
205,36,53,49,,,,,8,Morehouse,2020-07-25 20:11:00.570916
219,42,92,139,,,,,7,Natchitoches,2020-07-25 20:11:00.570916
5640,795,1162,1764,410,10,0,126,1,Orleans,2020-07-25 20:11:00.570916
1642,769,590,646,53,0,0,45,8,Ouachita,2020-07-25 20:11:00.570916
5,26,44,3,,,,,,Parish Under Investigation,2020-07-25 20:11:00.570916
105,23,45,166,,,,,1,Plaquemines,2020-07-25 20:11:00.570916
246,46,77,155,14,0,0,15,2,Pointe Coupee,2020-07-25 20:11:00.570916
987,328,433,617,48,1,0,45,6,Rapides,2020-07-25 20:11:00.570916
79,9,17,25,,,,,7,Red River,2020-07-25 20:11:00.570916
176,62,62,76,,,,,8,Richland,2020-07-25 20:11:00.570916
52,209,35,94,,,,,7,Sabine,2020-07-25 20:11:00.570916
296,84,81,372,,,,,1,St. Bernard,2020-07-25 20:11:00.570916
400,46,106,481,22,0,0,28,3,St. Charles,2020-07-25 20:11:00.570916
112,22,30,28,,,,,9,St. Helena,2020-07-25 20:11:00.570916
312,26,48,128,23,0,0,7,3,St. James,2020-07-25 20:11:00.570916
758,57,92,263,49,0,0,39,3,St. John the Baptist,2020-07-25 20:11:00.570916
594,203,208,500,13,0,0,50,4,St. Landry,2020-07-25 20:11:00.570916
443,295,77,455,10,0,0,22,4,St. Martin,2020-07-25 20:11:00.570916
404,129,292,285,21,1,0,17,3,St. Mary,2020-07-25 20:11:00.570916
709,260,312,2521,28,1,0,161,9,St. Tammany,2020-07-25 20:11:00.570916
849,295,181,1093,22,0,1,30,9,Tangipahoa,2020-07-25 20:11:00.570916
27,4,8,4,,,,,8,Tensas,2020-07-25 20:11:00.570916
675,204,259,968,25,3,0,41,3,Terrebonne,2020-07-25 20:11:00.570916
242,77,60,126,10,0,0,20,8,Union,2020-07-25 20:11:00.570916
194,156,130,334,,,,,4,Vermilion,2020-07-25 20:11:00.570916
56,81,135,161,,,,,6,Vernon,2020-07-25 20:11:00.570916
326,197,108,368,23,0,0,30,9,Washington,2020-07-25 20:11:00.570916
260,156,64,187,,,,,7,Webster,2020-07-25 20:11:00.570916
222,45,60,149,21,0,0,11,2,West Baton Rouge,2020-07-25 20:11:00.570916
70,41,38,55,,,,,8,West Carroll,2020-07-25 20:11:00.570916
154,37,30,85,,,,,2,West Feliciana,2020-07-25 20:11:00.570916
87,85,109,47,,,,,6,Winn,2020-07-25 20:11:00.570916
469,466,372,565,11,0,1,47,4,Acadia,2020-07-26 20:12:34.268901
108,191,252,172,,,,,5,Allen,2020-07-26 20:12:34.268901
768,226,235,763,36,0,2,27,2,Ascension,2020-07-26 20:12:34.268901
295,16,30,119,,,,,3,Assumption,2020-07-26 20:12:34.268901
220,116,109,217,,,,,6,Avoyelles,2020-07-26 20:12:34.268901
59,57,198,179,,,,,5,Beauregard,2020-07-26 20:12:34.268901
127,100,31,59,13,0,0,15,7,Bienville,2020-07-26 20:12:34.268901
628,168,148,675,23,0,2,28,7,Bossier,2020-07-26 20:12:34.268901
3022,400,542,1054,176,1,3,83,7,Caddo,2020-07-26 20:12:34.268901
1298,531,867,1743,33,1,2,56,5,Calcasieu,2020-07-26 20:12:34.268901
30,34,40,53,,,,,8,Caldwell,2020-07-26 20:12:34.268901
12,20,32,79,,,,,5,Cameron,2020-07-26 20:12:34.268901
28,42,113,51,,,,,6,Catahoula,2020-07-26 20:12:34.268901
