# Deaths Race/Ethnicity: American Indian or Alaska Native (Hispanic),# Deaths Race/Ethnicity: American Indian or Alaska Native (Not Hispanic),# Deaths Race/Ethnicity: American Indian or Alaska Native (Unknown Ethnicity),# Deaths Race/Ethnicity: Asian (Hispanic),# Deaths Race/Ethnicity: Asian (Not Hispanic),# Deaths Race/Ethnicity: Asian (Unknown Ethnicity),# Deaths Race/Ethnicity: Black or African American (Hispanic),# Deaths Race/Ethnicity: Black or African American (Not Hispanic),# Deaths Race/Ethnicity: Black or African American (Unknown Ethnicity),# Deaths Race/Ethnicity: Other Race (Hispanic),# Deaths Race/Ethnicity: Other Race (Not Hispanic),# Deaths Race/Ethnicity: Other Race (Unknown Ethnicity),# Deaths Race/Ethnicity: Unknown Race (Hispanic),# Deaths Race/Ethnicity: Unknown Race (Not Hispanic),# Deaths Race/Ethnicity: Unknown Race (Unknown Ethnicity),# Deaths Race/Ethnicity: White (Hispanic),# Deaths Race/Ethnicity: White (Not Hispanic),# Deaths Race/Ethnicity: White (Unknown Ethnicity),County Name,Report Date,Total Deaths
0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,8,1,ADAMS,08/28/2020,31
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,ALCORN,08/28/2020,6
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,AMITE,08/28/2020,7
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,ATTALA,08/28/2020,25
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BENTON,08/28/2020,1
0,0,0,0,0,0,0,33,5,0,0,0,0,0,1,0,7,2,BOLIVAR,08/28/2020,48
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,CALHOUN,08/28/2020,10
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,CARROLL,08/28/2020,11
1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,8,0,CHICKASAW,08/28/2020,20
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,CHOCTAW,08/28/2020,4
0,0,0,0,0,0,0,10,3,0,0,0,0,0,1,0,2,0,CLAIBORNE,08/28/2020,16
0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,15,0,CLARKE,08/28/2020,28
0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,1,1,CLAY,08/28/2020,14
0,0,0,0,0,0,0,10,4,1,0,0,0,0,0,0,2,0,COAHOMA,08/28/2020,17
0,0,0,0,0,0,0,20,2,0,0,1,0,0,1,2,4,1,COPIAH,08/28/2020,31
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,1,COVINGTON,08/28/2020,17
0,0,0,0,0,0,0,11,6,0,0,0,0,0,2,3,17,4,DESOTO,08/28/2020,43
0,0,0,0,0,0,0,28,2,1,0,0,0,0,1,1,27,1,FORREST,08/28/2020,61
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,FRANKLIN,08/28/2020,3
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,7,1,GEORGE,08/28/2020,12
0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,7,2,GREENE,08/28/2020,14
0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,9,1,GRENADA,08/28/2020,31
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,1,HANCOCK,08/28/2020,18
0,0,0,0,0,1,0,12,3,0,1,0,0,0,0,1,31,4,HARRISON,08/28/2020,53
0,0,0,0,0,0,1,85,11,1,3,2,0,0,1,0,32,2,HINDS,08/28/2020,138
0,1,0,0,0,0,0,42,7,0,0,0,0,0,0,0,4,0,HOLMES,08/28/2020,54
0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,3,0,HUMPHREYS,08/28/2020,14
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,ISSAQUENA,08/28/2020,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,ITAWAMBA,08/28/2020,14
0,0,0,0,1,0,0,18,0,1,0,0,0,0,2,1,33,3,JACKSON,08/28/2020,59
0,0,0,0,0,0,0,7,0,0,1,1,0,0,1,0,3,0,JASPER,08/28/2020,13
0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,JEFFERSON,08/28/2020,8
0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,JEFFERSON DAVIS,08/28/2020,8
0,0,0,0,0,0,0,23,2,1,0,2,0,0,3,0,35,6,JONES,08/28/2020,72
0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,3,1,KEMPER,08/28/2020,15
0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,19,5,LAFAYETTE,08/28/2020,34
0,0,0,0,0,0,0,5,1,2,0,2,0,0,2,0,7,7,LAMAR,08/28/2020,26
0,0,0,0,0,0,0,56,4,0,0,0,0,0,1,0,42,3,LAUDERDALE,08/28/2020,106
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,2,LAWRENCE,08/28/2020,10
0,7,3,0,0,0,0,9,0,1,0,0,0,0,1,0,9,1,LEAKE,08/28/2020,31
0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,31,3,LEE,08/28/2020,54
0,0,0,0,0,0,0,59,2,0,0,1,0,0,0,0,13,0,LEFLORE,08/28/2020,75
0,0,0,0,0,0,0,7,0,0,2,2,0,0,0,0,35,4,LINCOLN,08/28/2020,50
0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,24,2,LOWNDES,08/28/2020,53
0,0,0,0,0,0,0,31,3,0,0,1,0,0,1,0,42,4,MADISON,08/28/2020,82
0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,13,1,MARION,08/28/2020,25
0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,5,0,MARSHALL,08/28/2020,12
0,1,0,0,0,0,0,17,2,0,0,0,0,0,1,0,31,4,MONROE,08/28/2020,56
0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,MONTGOMERY,08/28/2020,16
0,48,15,0,0,0,0,14,0,0,0,1,0,0,1,0,17,3,NESHOBA,08/28/2020,99
0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,4,2,NEWTON,08/28/2020,14
0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,3,3,NOXUBEE,08/28/2020,14
0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,15,1,OKTIBBEHA,08/28/2020,46
0,0,0,0,0,0,0,9,6,0,1,0,0,0,2,0,4,1,PANOLA,08/28/2020,23
0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,35,2,PEARL RIVER,08/28/2020,48
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,2,PERRY,08/28/2020,9
0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,22,1,PIKE,08/28/2020,44
0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,5,0,PONTOTOC,08/28/2020,11
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,PRENTISS,08/28/2020,12
0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,QUITMAN,08/28/2020,3
0,0,0,0,1,0,0,20,2,1,0,0,0,0,1,2,29,5,RANKIN,08/28/2020,61
0,0,0,0,0,0,0,11,0,2,0,0,0,0,1,0,7,1,SCOTT,08/28/2020,22
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,SHARKEY,08/28/2020,8
0,0,0,0,0,0,0,14,2,0,1,0,0,0,0,0,20,2,SIMPSON,08/28/2020,39
0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,5,0,SMITH,08/28/2020,13
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,STONE,08/28/2020,9
0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,6,2,SUNFLOWER,08/28/2020,36
0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,3,0,TALLAHATCHIE,08/28/2020,13
0,0,0,0,0,0,0,9,2,1,0,0,0,1,0,0,15,4,TATE,08/28/2020,32
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,2,TIPPAH,08/28/2020,15
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26,0,TISHOMINGO,08/28/2020,28
0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2,1,TUNICA,08/28/2020,11
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,3,UNION,08/28/2020,21
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,19,0,WALTHALL,08/28/2020,24
0,1,0,0,0,0,0,19,4,0,1,0,0,0,1,0,18,2,WARREN,08/28/2020,46
0,0,0,0,1,0,0,37,5,0,0,1,0,0,2,0,14,0,WASHINGTON,08/28/2020,60
0,0,0,0,0,0,0,11,1,0,0,3,0,0,0,0,2,5,WAYNE,08/28/2020,22
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,WEBSTER,08/28/2020,13
0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,3,0,WILKINSON,08/28/2020,17
0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,5,0,WINSTON,08/28/2020,19
0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,5,0,YALOBUSHA,08/28/2020,12
0,0,0,0,0,0,0,13,1,0,0,0,0,0,1,0,5,0,YAZOO,08/28/2020,20
1,64,20,0,3,1,2,1035,108,13,12,23,1,2,34,17,960,117,Total,08/28/2020,2413
0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,8,1,ADAMS,08/29/2020,31
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,ALCORN,08/29/2020,6
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,AMITE,08/29/2020,7
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,ATTALA,08/29/2020,25
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BENTON,08/29/2020,1
0,0,0,0,0,0,0,33,5,0,0,0,0,0,1,0,7,2,BOLIVAR,08/29/2020,48
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,CALHOUN,08/29/2020,10
0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,4,1,CARROLL,08/29/2020,12
1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,8,0,CHICKASAW,08/29/2020,20
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,CHOCTAW,08/29/2020,4
0,0,0,0,0,0,0,10,3,0,0,0,0,0,1,0,2,0,CLAIBORNE,08/29/2020,16
0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,15,0,CLARKE,08/29/2020,30
0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,1,1,CLAY,08/29/2020,14
0,0,0,0,0,0,0,10,4,1,0,0,0,0,0,0,2,0,COAHOMA,08/29/2020,17
0,0,0,0,0,0,0,20,2,0,0,1,0,0,1,2,4,1,COPIAH,08/29/2020,31
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,1,COVINGTON,08/29/2020,17
0,0,0,0,0,0,0,11,6,0,0,0,0,0,2,3,17,4,DESOTO,08/29/2020,43
0,0,0,0,0,0,0,28,2,1,0,0,0,0,1,1,27,1,FORREST,08/29/2020,61
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,FRANKLIN,08/29/2020,3
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,7,1,GEORGE,08/29/2020,12
0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,7,2,GREENE,08/29/2020,14
0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,9,1,GRENADA,08/29/2020,32
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,1,HANCOCK,08/29/2020,18
0,0,0,0,0,1,0,12,3,0,1,0,0,0,0,1,31,4,HARRISON,08/29/2020,53
0,0,0,0,0,0,1,85,11,1,3,2,0,0,1,0,32,2,HINDS,08/29/2020,138
0,1,0,0,0,0,0,42,7,0,0,0,0,0,0,0,4,0,HOLMES,08/29/2020,54
0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,3,0,HUMPHREYS,08/29/2020,14
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,ISSAQUENA,08/29/2020,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,ITAWAMBA,08/29/2020,14
0,0,0,0,1,0,0,18,0,1,0,0,0,0,2,1,33,3,JACKSON,08/29/2020,59
0,0,0,0,0,0,0,7,0,0,1,1,0,0,1,0,3,0,JASPER,08/29/2020,13
0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,JEFFERSON,08/29/2020,9
0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,JEFFERSON DAVIS,08/29/2020,8
0,0,0,0,0,0,0,24,2,1,0,1,0,0,3,0,35,6,JONES,08/29/2020,72
0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,3,1,KEMPER,08/29/2020,15
0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,19,5,LAFAYETTE,08/29/2020,34
0,0,0,0,0,0,0,6,1,2,0,2,0,0,3,0,8,7,LAMAR,08/29/2020,29
0,0,0,0,0,0,0,56,4,0,0,0,0,0,1,0,42,3,LAUDERDALE,08/29/2020,106
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,2,LAWRENCE,08/29/2020,10
0,7,3,0,0,0,0,9,0,1,0,0,0,0,1,0,9,1,LEAKE,08/29/2020,31
0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,31,3,LEE,08/29/2020,54
0,0,0,0,0,0,0,59,2,0,0,1,0,0,0,0,13,0,LEFLORE,08/29/2020,75
0,0,0,0,0,0,1,7,0,0,2,2,0,0,0,0,35,4,LINCOLN,08/29/2020,51
0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,24,2,LOWNDES,08/29/2020,53
0,0,0,0,0,0,0,31,3,0,0,1,0,0,1,0,43,4,MADISON,08/29/2020,83
0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,13,1,MARION,08/29/2020,26
0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,5,0,MARSHALL,08/29/2020,12
0,1,0,0,0,0,0,17,2,0,0,0,0,0,1,0,31,5,MONROE,08/29/2020,57
0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,MONTGOMERY,08/29/2020,16
0,48,15,0,0,0,0,14,0,0,0,1,0,0,1,0,17,3,NESHOBA,08/29/2020,99
0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,4,2,NEWTON,08/29/2020,14
0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,3,3,NOXUBEE,08/29/2020,14
0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,15,1,OKTIBBEHA,08/29/2020,46
0,0,0,0,0,0,0,9,6,0,1,0,0,0,2,0,4,1,PANOLA,08/29/2020,23
0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,35,2,PEARL RIVER,08/29/2020,48
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,2,PERRY,08/29/2020,9
0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,22,1,PIKE,08/29/2020,44
0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,5,0,PONTOTOC,08/29/2020,11
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,PRENTISS,08/29/2020,12
0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,QUITMAN,08/29/2020,3
0,0,0,0,1,0,0,20,2,1,0,0,0,0,1,2,31,4,RANKIN,08/29/2020,62
0,0,0,0,0,0,0,11,0,2,0,0,0,0,1,0,7,1,SCOTT,08/29/2020,22
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,SHARKEY,08/29/2020,8
0,0,0,0,0,0,0,14,2,0,1,0,0,0,0,0,20,2,SIMPSON,08/29/2020,39
0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,5,0,SMITH,08/29/2020,13
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,STONE,08/29/2020,10
0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,6,2,SUNFLOWER,08/29/2020,36
0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,3,0,TALLAHATCHIE,08/29/2020,13
0,0,0,0,0,0,0,9,2,1,0,0,0,1,0,0,15,4,TATE,08/29/2020,32
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,2,TIPPAH,08/29/2020,15
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26,0,TISHOMINGO,08/29/2020,28
0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,2,1,TUNICA,08/29/2020,11
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,3,UNION,08/29/2020,21
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,19,0,WALTHALL,08/29/2020,24
0,1,0,0,0,0,0,19,4,0,1,0,0,0,1,0,18,2,WARREN,08/29/2020,46
0,0,0,0,1,0,0,37,5,0,0,1,0,0,2,0,14,0,WASHINGTON,08/29/2020,60
0,0,0,0,0,0,0,10,1,0,0,3,0,0,0,0,2,5,WAYNE,08/29/2020,21
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,WEBSTER,08/29/2020,13
0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,3,0,WILKINSON,08/29/2020,17
0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,5,0,WINSTON,08/29/2020,19
0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,5,0,YALOBUSHA,08/29/2020,12
0,0,0,0,0,0,0,13,1,0,0,0,0,0,1,0,6,0,YAZOO,08/29/2020,21
1,64,20,0,3,1,3,1041,109,13,12,22,1,2,35,17,966,117,Total,08/29/2020,2427
0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,8,1,ADAMS,08/30/2020,31
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,ALCORN,08/30/2020,6
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,AMITE,08/30/2020,7
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,ATTALA,08/30/2020,25
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BENTON,08/30/2020,1
0,0,0,0,0,0,0,35,4,0,0,0,0,0,1,0,7,2,BOLIVAR,08/30/2020,49
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,CALHOUN,08/30/2020,10
0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,4,1,CARROLL,08/30/2020,12
1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,8,0,CHICKASAW,08/30/2020,20
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,CHOCTAW,08/30/2020,4
0,0,0,0,0,0,0,10,3,0,0,0,0,0,1,0,2,0,CLAIBORNE,08/30/2020,16
0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,15,0,CLARKE,08/30/2020,30
0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,2,1,CLAY,08/30/2020,15
0,0,0,0,0,0,0,10,4,1,0,0,0,0,1,0,2,0,COAHOMA,08/30/2020,18
0,0,0,0,0,0,0,21,1,0,0,1,0,0,1,2,4,1,COPIAH,08/30/2020,31
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,1,COVINGTON,08/30/2020,17
0,0,0,0,0,0,0,11,6,0,0,0,0,0,2,3,17,4,DESOTO,08/30/2020,43
0,0,0,0,0,0,0,28,2,1,0,0,0,0,1,1,27,1,FORREST,08/30/2020,61
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,FRANKLIN,08/30/2020,3
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,8,1,GEORGE,08/30/2020,13
0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,7,2,GREENE,08/30/2020,14
0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,9,1,GRENADA,08/30/2020,32
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,1,HANCOCK,08/30/2020,20
0,0,0,0,0,1,0,12,3,0,1,0,0,0,0,2,31,4,HARRISON,08/30/2020,54
0,0,0,0,0,0,1,88,9,1,3,2,0,0,1,0,32,2,HINDS,08/30/2020,139
0,1,0,0,0,0,0,42,7,0,0,0,0,0,0,0,4,0,HOLMES,08/30/2020,54
0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,3,0,HUMPHREYS,08/30/2020,14
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,ISSAQUENA,08/30/2020,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,2,ITAWAMBA,08/30/2020,16
0,0,0,0,1,0,0,18,0,1,0,0,0,0,2,1,33,4,JACKSON,08/30/2020,60
0,0,0,0,0,0,0,7,0,0,1,1,0,0,1,0,3,0,JASPER,08/30/2020,13
0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,JEFFERSON,08/30/2020,9
0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,JEFFERSON DAVIS,08/30/2020,8
0,0,0,0,0,0,0,24,2,1,0,1,0,0,2,0,36,6,JONES,08/30/2020,72
0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,3,1,KEMPER,08/30/2020,15
0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,19,5,LAFAYETTE,08/30/2020,34
0,0,0,0,0,0,0,6,1,2,0,2,0,0,3,0,8,7,LAMAR,08/30/2020,29
0,0,0,0,0,0,0,56,4,0,0,0,0,0,0,0,43,3,LAUDERDALE,08/30/2020,106
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,2,LAWRENCE,08/30/2020,10
0,7,3,0,0,0,0,9,0,1,0,0,0,0,1,0,9,1,LEAKE,08/30/2020,31
0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,31,3,LEE,08/30/2020,54
0,0,0,0,0,0,0,59,2,0,0,1,0,0,0,0,13,0,LEFLORE,08/30/2020,75
0,0,0,0,0,0,0,8,0,0,2,2,0,0,0,0,35,4,LINCOLN,08/30/2020,51
0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,24,2,LOWNDES,08/30/2020,53
0,0,0,0,0,0,0,32,2,0,0,1,0,0,1,0,43,4,MADISON,08/30/2020,83
0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,13,1,MARION,08/30/2020,26
0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,5,0,MARSHALL,08/30/2020,12
0,1,0,0,0,0,0,17,2,0,0,0,0,0,1,0,31,5,MONROE,08/30/2020,57
0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,MONTGOMERY,08/30/2020,16
0,48,15,0,0,0,0,14,0,0,0,1,0,0,1,0,17,3,NESHOBA,08/30/2020,99
0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,4,2,NEWTON,08/30/2020,14
0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,3,3,NOXUBEE,08/30/2020,14
0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,15,1,OKTIBBEHA,08/30/2020,46
0,0,0,0,0,0,0,9,6,0,1,0,0,0,2,0,4,1,PANOLA,08/30/2020,23
0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,36,1,PEARL RIVER,08/30/2020,48
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,2,PERRY,08/30/2020,9
0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,1,PIKE,08/30/2020,45
0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,5,0,PONTOTOC,08/30/2020,11
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,PRENTISS,08/30/2020,12
0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,QUITMAN,08/30/2020,3
0,0,0,0,1,0,0,20,2,1,0,0,0,0,1,2,32,4,RANKIN,08/30/2020,63
0,0,0,0,0,0,0,11,0,2,0,0,0,0,1,0,7,1,SCOTT,08/30/2020,22
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,SHARKEY,08/30/2020,8
0,0,0,0,0,0,0,14,2,0,1,0,0,0,0,0,20,2,SIMPSON,08/30/2020,39
0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,5,0,SMITH,08/30/2020,13
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,STONE,08/30/2020,10
0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,6,2,SUNFLOWER,08/30/2020,36
0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,3,0,TALLAHATCHIE,08/30/2020,13
0,0,0,0,0,0,0,9,2,1,0,0,0,1,0,0,15,4,TATE,08/30/2020,32
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,2,TIPPAH,08/30/2020,15
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26,0,TISHOMINGO,08/30/2020,28
0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,2,1,TUNICA,08/30/2020,12
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,3,UNION,08/30/2020,21
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,19,0,WALTHALL,08/30/2020,24
0,1,0,0,0,0,0,19,4,0,1,0,0,0,1,0,18,2,WARREN,08/30/2020,46
0,0,0,0,1,0,0,37,5,0,0,1,0,0,2,0,14,0,WASHINGTON,08/30/2020,60
0,0,0,0,0,0,0,10,1,0,0,3,0,0,0,0,2,5,WAYNE,08/30/2020,21
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,WEBSTER,08/30/2020,13
0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,3,0,WILKINSON,08/30/2020,17
0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,5,0,WINSTON,08/30/2020,19
0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,5,0,YALOBUSHA,08/30/2020,12
0,0,0,0,0,0,0,13,1,0,0,0,0,0,1,0,6,0,YAZOO,08/30/2020,21
1,64,20,0,3,1,2,1051,104,13,12,22,1,2,34,18,974,119,Total,08/30/2020,2441
0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,8,1,ADAMS,08/31/2020,32
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,ALCORN,08/31/2020,6
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,AMITE,08/31/2020,7
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,0,ATTALA,08/31/2020,25
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BENTON,08/31/2020,1
0,0,0,0,0,0,0,35,4,0,0,0,0,0,1,0,7,2,BOLIVAR,08/31/2020,49
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,CALHOUN,08/31/2020,10
0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,4,1,CARROLL,08/31/2020,12
1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,9,0,CHICKASAW,08/31/2020,22
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,CHOCTAW,08/31/2020,4
0,0,0,0,0,0,0,10,3,0,0,0,0,0,1,0,2,0,CLAIBORNE,08/31/2020,16
